organism,pref_name,target_type,gene_target
Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228),Arylamine N-acetyltransferase,SINGLE PROTEIN,AR
Rattus norvegicus,High affinity choline transporter 1,SINGLE PROTEIN,AR
Agrobacterium tumefaciens,Transcriptional activator protein traR,SINGLE PROTEIN,AR
Homo sapiens,Nuclear receptor ROR-alpha,SINGLE PROTEIN,AR
Mus musculus,Transcription factor p65,SINGLE PROTEIN,AR
Homo sapiens,Serine/threonine-protein kinase LATS2,SINGLE PROTEIN,AR
Homo sapiens,Hypoxia-inducible factor 1-alpha inhibitor,SINGLE PROTEIN,AR
Homo sapiens,Endoplasmic reticulum aminopeptidase 1,SINGLE PROTEIN,AR
Homo sapiens,Serine/threonine-protein kinase MARK1,SINGLE PROTEIN,AR
Rattus norvegicus,Tyrosine aminotransferase,SINGLE PROTEIN,AR
Actinomadura sp. R39,D-alanyl-D-alanine carboxypeptidase,SINGLE PROTEIN,AR
Candida albicans,Candidapepsin-2,SINGLE PROTEIN,AR
Homo sapiens,Transforming protein RhoA,SINGLE PROTEIN,AR
Mus musculus,Hypoxia-inducible factor 1-alpha,SINGLE PROTEIN,AR
Candida albicans,Candidapepsin-8,SINGLE PROTEIN,AR
Helicoverpa zea,Carboxypeptidase B,SINGLE PROTEIN,AR
Mus musculus,Aryl hydrocarbon receptor,SINGLE PROTEIN,AR
Candida albicans,Candidapepsin-3,SINGLE PROTEIN,AR
Homo sapiens,FML2_HUMAN,SINGLE PROTEIN,AR
Drosophila melanogaster,Ecdysone receptor,SINGLE PROTEIN,AR
Escherichia coli,Aspartase,SINGLE PROTEIN,AR
Homo sapiens,Bcl-2-related protein A1,SINGLE PROTEIN,AR
Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast),Candidapepsin-5,SINGLE PROTEIN,AR
Candida albicans,Candidapepsin-1,SINGLE PROTEIN,AR
Saccharomyces cerevisiae S288c,V-type proton ATPase subunit B,SINGLE PROTEIN,AR
Candida albicans,Candidapepsin-9,SINGLE PROTEIN,AR
Homo sapiens,Poly [ADP-ribose] polymerase 4,SINGLE PROTEIN,AR
Sus scrofa,"Fumarate hydratase, mitochondrial",SINGLE PROTEIN,AR
Mus musculus,Eukaryotic translation initiation factor 4E,SINGLE PROTEIN,AR
Homo sapiens,Lysine-specific demethylase 4C,SINGLE PROTEIN,AR
Candida albicans,Candidapepsin-6,SINGLE PROTEIN,AR
Candida albicans (strain WO-1) (Yeast),Candidapepsin-4,SINGLE PROTEIN,AR
Homo sapiens,Prolyl 4-hydroxylase subunit alpha-2,SINGLE PROTEIN,AR
Homo sapiens,"V-type proton ATPase subunit B, brain isoform",SINGLE PROTEIN,AR
Candida glabrata CBS 138,Carbonic anhydrase,SINGLE PROTEIN,AR
Bacillus licheniformis,Beta-lactamase,SINGLE PROTEIN,AR
Oryctolagus cuniculus,Eukaryotic translation initiation factor 4E,SINGLE PROTEIN,AR
Bacillus subtilis (strain 168),Enoyl-[acyl-carrier-protein] reductase [NADH],SINGLE PROTEIN,AR
Bos taurus,Arginase-1,SINGLE PROTEIN,AR
Bos taurus,Low molecular weight phosphotyrosine protein phosphatase,SINGLE PROTEIN,AR
Cavia porcellus,Muscarinic receptor 4,SINGLE PROTEIN,AR
Cavia porcellus,Muscarinic receptor 2,SINGLE PROTEIN,AR
Cryphonectria parasitica,Endothiapepsin,SINGLE PROTEIN,AR
Escherichia coli K-12,Geranyltranstransferase,SINGLE PROTEIN,AR
Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Shikimate kinase,SINGLE PROTEIN,AR
Homo sapiens,Aldo-keto reductase family 1 member B10,SINGLE PROTEIN,AR
Homo sapiens,ADP-ribosylation factor 1,SINGLE PROTEIN,AR
Homo sapiens,ADP-ribosylation factor 5,SINGLE PROTEIN,AR
Homo sapiens,ADP-ribosylation factor 6,SINGLE PROTEIN,AR
Homo sapiens,Cytohesin-2,SINGLE PROTEIN,AR
Homo sapiens,"Dihydrodipicolinate synthase-like, mitochondrial",SINGLE PROTEIN,AR
Homo sapiens,Estradiol 17-beta-dehydrogenase 12,SINGLE PROTEIN,AR
Homo sapiens,Segment polarity protein dishevelled homolog DVL-1,SINGLE PROTEIN,AR
Homo sapiens,Segment polarity protein dishevelled homolog DVL-3,SINGLE PROTEIN,AR
Homo sapiens,Eukaryotic translation initiation factor 2-alpha kinase 1,SINGLE PROTEIN,AR
Homo sapiens,Eukaryotic translation initiation factor 2-alpha kinase 3,SINGLE PROTEIN,AR
Homo sapiens,"Solute carrier family 2, facilitated glucose transporter member 2",SINGLE PROTEIN,AR
Homo sapiens,"Solute carrier family 2, facilitated glucose transporter member 4",SINGLE PROTEIN,AR
Homo sapiens,"Solute carrier family 2, facilitated glucose transporter member 5",SINGLE PROTEIN,AR
Homo sapiens,"Mannosyl-oligosaccharide 1,2-alpha-mannosidase IA",SINGLE PROTEIN,AR
Homo sapiens,Canalicular multispecific organic anion transporter 2,SINGLE PROTEIN,AR
Homo sapiens,Myeloid differentiation primary response protein MyD88,SINGLE PROTEIN,AR
Homo sapiens,Bifunctional protein NCOAT,SINGLE PROTEIN,AR
Homo sapiens,Non-specific lipid-transfer protein,SINGLE PROTEIN,AR
Homo sapiens,Neuropeptide FF receptor 2,SINGLE PROTEIN,AR
Homo sapiens,Protein-arginine deiminase type-4,SINGLE PROTEIN,AR
Homo sapiens,Lysosomal protective protein,SINGLE PROTEIN,AR
Homo sapiens,Peroxisome proliferator-activated receptor gamma coactivator 1-alpha,SINGLE PROTEIN,AR
Homo sapiens,40S ribosomal protein SA,SINGLE PROTEIN,AR
Homo sapiens,Solute carrier family 22 member 12,SINGLE PROTEIN,AR
Homo sapiens,Alpha-synuclein,SINGLE PROTEIN,AR
Homo sapiens,Threonine aspartase 1,SINGLE PROTEIN,AR
Homo sapiens,Tankyrase-2,SINGLE PROTEIN,AR
Homo sapiens,Ubiquitin carboxyl-terminal hydrolase 5,SINGLE PROTEIN,AR
Homo sapiens,Ubiquitin carboxyl-terminal hydrolase isozyme L1,SINGLE PROTEIN,AR
Homo sapiens,Ubiquitin carboxyl-terminal hydrolase isozyme L3,SINGLE PROTEIN,AR
Leishmania donovani,Ornithine decarboxylase,SINGLE PROTEIN,AR
Manduca sexta,Juvenile hormone esterase,SINGLE PROTEIN,AR
Mesocricetus auratus,3-hydroxy-3-methylglutaryl-coenzyme A reductase,SINGLE PROTEIN,AR
Mus musculus,Adenosine A3 receptor,SINGLE PROTEIN,AR
Mus musculus,ADP-ribosylation factor 1,SINGLE PROTEIN,AR
Mus musculus,ADP-ribosylation factor 6,SINGLE PROTEIN,AR
Mus musculus,Serine/threonine-protein kinase 12,SINGLE PROTEIN,AR
Mus musculus,Diacylglycerol O-acyltransferase 1,SINGLE PROTEIN,AR
Mus musculus,Diacylglycerol O-acyltransferase 2,SINGLE PROTEIN,AR
Mus musculus,CAAX prenyl protease 1 homolog,SINGLE PROTEIN,AR
Mus musculus,CAAX prenyl protease 2,SINGLE PROTEIN,AR
Mus musculus,Niemann-Pick C1-like protein 1,SINGLE PROTEIN,AR
Mus musculus,Parathyroid hormone receptor,SINGLE PROTEIN,AR
Mus musculus,Sodium/glucose cotransporter 2,SINGLE PROTEIN,AR
Mus musculus,Sodium- and chloride-dependent glycine transporter 1,SINGLE PROTEIN,AR
Mycobacterium smegmatis,Arylamine N-acetyltransferase,SINGLE PROTEIN,AR
Mycobacterium tuberculosis,Carbonic anhydrase,SINGLE PROTEIN,AR
Plasmodium falciparum,HAP protein (Putative aspartic proteinase),SINGLE PROTEIN,AR
Plasmodium vivax,Aspartic protease PM4,SINGLE PROTEIN,AR
Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228),UDP-N-acetylglucosamine 1-carboxyvinyltransferase,SINGLE PROTEIN,AR
Pseudomonas aeruginosa,Heme oxygenase,SINGLE PROTEIN,AR
Rattus norvegicus,G-protein coupled bile acid receptor 1,SINGLE PROTEIN,AR
Rattus norvegicus,Pituitary adenylate cyclase-activating polypeptide type I receptor,SINGLE PROTEIN,AR
Rattus norvegicus,"Phosphoenolpyruvate carboxykinase, cytosolic [GTP]",SINGLE PROTEIN,AR
Rattus norvegicus,Solute carrier family 22 member 5,SINGLE PROTEIN,AR
Rattus norvegicus,Solute carrier family 22 member 12,SINGLE PROTEIN,AR
Rattus norvegicus,Serotonin N-acetyltransferase,SINGLE PROTEIN,AR
Saccharomyces cerevisiae S288c,"Glucoamylase, intracellular sporulation-specific",SINGLE PROTEIN,AR
Saccharomyces cerevisiae S288c,Geranylgeranyl pyrophosphate synthase,SINGLE PROTEIN,AR
Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase,SINGLE PROTEIN,AR
Simian virus 40,Large T antigen,SINGLE PROTEIN,AR
Staphylococcus aureus,Malonyl-CoA-acyl carrier protein transacylase,SINGLE PROTEIN,AR
Streptococcus pneumoniae,ParE,SINGLE PROTEIN,AR
Streptococcus pneumoniae,Enoyl-(Acyl-carrier-protein) reductase,SINGLE PROTEIN,AR
Stylophora pistillata,Alpha carbonic anhydrase,SINGLE PROTEIN,AR
Toxoplasma gondii,Farnesyl diphosphate synthase,SINGLE PROTEIN,AR
Rattus norvegicus,Microtubule-associated protein tau,SINGLE PROTEIN,AR
Rattus norvegicus,Serine/threonine-protein kinase mTOR,SINGLE PROTEIN,AR
Homo sapiens,Ribosomal L1 domain-containing protein 1,SINGLE PROTEIN,AR
Rattus norvegicus,Nuclear factor erythroid 2-related factor 2,SINGLE PROTEIN,AR
Trypanosoma brucei,Metacaspase,SINGLE PROTEIN,AR
Mus musculus,Nuclear factor erythroid 2-related factor 2,SINGLE PROTEIN,AR
Homo sapiens,Cystine/glutamate transporter,SINGLE PROTEIN,AR
Mesocricetus auratus,Peroxisome proliferator activated receptor alpha,SINGLE PROTEIN,AR
Homo sapiens,Serine/threonine-protein kinase 38,SINGLE PROTEIN,AR
Rattus norvegicus,Testosterone 17-beta-dehydrogenase 3,SINGLE PROTEIN,AR
Acinetobacter baumannii,Beta-lactamase,SINGLE PROTEIN,AR
Mus musculus,5'-AMP-activated protein kinase catalytic subunit alpha-1,SINGLE PROTEIN,AR
Homo sapiens,Serine/threonine-protein kinase haspin,SINGLE PROTEIN,AR
Homo sapiens,Beta-adrenergic receptor kinase 2,SINGLE PROTEIN,AR
Clostridium perfringens (strain 13 / Type A),Glutamate decarboxylase,SINGLE PROTEIN,AR
Homo sapiens,CD81 antigen,SINGLE PROTEIN,AR
Erwinia chrysanthemi,L-asparaginase,SINGLE PROTEIN,AR
Trypanosoma brucei,Metacaspase,SINGLE PROTEIN,AR
Rattus norvegicus,Farnesyl pyrophosphate synthase,SINGLE PROTEIN,AR
Homo sapiens,Nuclear factor erythroid 2-related factor 2,SINGLE PROTEIN,AR
Mycobacterium tuberculosis,UDP-galactofuranosyl transferase GlfT2,SINGLE PROTEIN,AR
Homo sapiens,Arginase-1,SINGLE PROTEIN,AR
Homo sapiens,G-protein coupled receptor 81,SINGLE PROTEIN,AR
Homo sapiens,Leucine-rich repeat serine/threonine-protein kinase 2,SINGLE PROTEIN,AR
Rattus norvegicus,Solute carrier family 12 member 5,SINGLE PROTEIN,AR
Bos taurus,Extracellular calcium-sensing receptor,SINGLE PROTEIN,AR
Rattus norvegicus,85 kDa calcium-independent phospholipase A2,SINGLE PROTEIN,AR
Schizosaccharomyces pombe 972h-,3-hydroxy-3-methylglutaryl-coenzyme A reductase,SINGLE PROTEIN,AR
Homo sapiens,Mitogen-activated protein kinase kinase kinase 13,SINGLE PROTEIN,AR
Homo sapiens,Serine/threonine-protein kinase ICK,SINGLE PROTEIN,AR
Aeromonas hydrophila,Beta-lactamase,SINGLE PROTEIN,AR
Homo sapiens,Serine/threonine-protein kinase A-Raf,SINGLE PROTEIN,AR
Ovis aries,"6-phosphogluconate dehydrogenase, decarboxylating",SINGLE PROTEIN,AR
Homo sapiens,Prolyl 4-hydroxylase subunit alpha-1,SINGLE PROTEIN,AR
Mus musculus,C-X-C chemokine receptor type 4,SINGLE PROTEIN,AR
Toxoplasma gondii,Enoyl-acyl carrier reductase,SINGLE PROTEIN,AR
Homo sapiens,Tumor necrosis factor receptor superfamily member EDAR,SINGLE PROTEIN,AR
Mus musculus,Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 1,SINGLE PROTEIN,AR
Lucilia cuprina,Ecdysone receptor,SINGLE PROTEIN,AR
Mus musculus,Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 2,SINGLE PROTEIN,AR
Mus musculus,"Solute carrier family 2, facilitated glucose transporter member 4",SINGLE PROTEIN,AR
Homo sapiens,Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 4,SINGLE PROTEIN,AR
Homo sapiens,Segment polarity protein dishevelled homolog DVL-2,SINGLE PROTEIN,AR
Homo sapiens,Eukaryotic translation initiation factor 2 subunit 1,SINGLE PROTEIN,AR
Mus musculus,Lysosomal Pro-X carboxypeptidase,SINGLE PROTEIN,AR
Mus musculus,G-protein coupled bile acid receptor 1,SINGLE PROTEIN,AR
Mus musculus,5'-AMP-activated protein kinase catalytic subunit alpha-2,SINGLE PROTEIN,AR
Escherichia coli,BlaVIM-1,SINGLE PROTEIN,AR
Mus musculus,"Malonyl-CoA decarboxylase, mitochondrial",SINGLE PROTEIN,AR
Mus musculus,Serine/threonine-protein kinase mTOR,SINGLE PROTEIN,AR
Homo sapiens,Heat shock cognate 71 kDa protein,SINGLE PROTEIN,AR
Rattus norvegicus,Protein arginine N-methyltransferase 1,SINGLE PROTEIN,AR
Homo sapiens,Protein arginine N-methyltransferase 6,SINGLE PROTEIN,AR
Homo sapiens,Stearoyl-CoA desaturase 5,SINGLE PROTEIN,AR
Pseudomonas aeruginosa,Beta-lactamase VIM-1,SINGLE PROTEIN,AR
Mus musculus,Equilibrative nucleoside transporter 1,SINGLE PROTEIN,AR
Mus musculus,Equilibrative nucleoside transporter 2,SINGLE PROTEIN,AR
Mus musculus,Sodium/nucleoside cotransporter 2,SINGLE PROTEIN,AR
Rattus norvegicus,Equilibrative nucleoside transporter 2,SINGLE PROTEIN,AR
Rattus norvegicus,Sodium/nucleoside cotransporter 1,SINGLE PROTEIN,AR
Rattus norvegicus,Sodium/nucleoside cotransporter 2,SINGLE PROTEIN,AR
Homo sapiens,Atrial natriuretic factor,SINGLE PROTEIN,AR
Homo sapiens,"Carnitine O-palmitoyltransferase 1, liver isoform",SINGLE PROTEIN,AR
Homo sapiens,Nucleotide-binding oligomerization domain-containing protein 1,SINGLE PROTEIN,AR
Homo sapiens,Microtubule-associated protein tau,SINGLE PROTEIN,AR
Homo sapiens,Ubiquitin carboxyl-terminal hydrolase 2,SINGLE PROTEIN,AR
Homo sapiens,Nuclear receptor subfamily 4 group A member 1,SINGLE PROTEIN,AR
Homo sapiens,Polypyrimidine tract-binding protein 1,SINGLE PROTEIN,AR
Mus musculus,Nuclear receptor ROR-gamma,SINGLE PROTEIN,AR
Homo sapiens,Prelamin-A/C,SINGLE PROTEIN,AR
Mus musculus,Bcl-2-related protein A1,SINGLE PROTEIN,AR
Candida albicans (strain WO-1) (Yeast),ATP-dependent molecular chaperone HSP82,SINGLE PROTEIN,AR
Homo sapiens,Thrombopoietin,SINGLE PROTEIN,AR
Plasmodium falciparum 3D7,M18 aspartyl aminopeptidase,SINGLE PROTEIN,AR
Homo sapiens,Nucleotide-binding oligomerization domain-containing protein 2,SINGLE PROTEIN,AR
Escherichia coli,Chaperone protein dnaK,SINGLE PROTEIN,AR
Homo sapiens,Eukaryotic translation initiation factor 4H,SINGLE PROTEIN,AR
Homo sapiens,Niemann-Pick C1 protein,SINGLE PROTEIN,AR
Epstein-Barr virus (strain B95-8) (HHV-4) (Human herpesvirus 4),Epstein-Barr nuclear antigen 1,SINGLE PROTEIN,AR
Human immunodeficiency virus type 1 group M subtype B (isolate HXB2)(HIV-1),Protein Rev,SINGLE PROTEIN,AR
Human immunodeficiency virus type 1 group M subtype B (isolate WMJ22)(HIV-1),Protein Rev,SINGLE PROTEIN,AR
Mus musculus,Inward rectifier potassium channel 2,SINGLE PROTEIN,AR
Homo sapiens,ATP-sensitive inward rectifier potassium channel 1,SINGLE PROTEIN,AR
Homo sapiens,Ubiquitin carboxyl-terminal hydrolase 14,SINGLE PROTEIN,AR
Homo sapiens,Peripheral myelin protein 22,SINGLE PROTEIN,AR
Streptococcus pneumoniae serotype 2 (strain D39 / NCTC 7466),Diphosphomevalonate decarboxylase,SINGLE PROTEIN,AR
Mus musculus,Nuclear receptor coactivator 3,SINGLE PROTEIN,AR
Homo sapiens,Ubiquitin carboxyl-terminal hydrolase BAP1,SINGLE PROTEIN,AR
Homo sapiens,Nuclear receptor coactivator 3,SINGLE PROTEIN,AR
Homo sapiens,Solute carrier family 12 member 2,SINGLE PROTEIN,AR
Homo sapiens,Solute carrier family 12 member 5,SINGLE PROTEIN,AR
Homo sapiens,Nuclear receptor coactivator 1,SINGLE PROTEIN,AR
Homo sapiens,Relaxin receptor 2,SINGLE PROTEIN,AR
Salmonella newport,Efflux transporter,SINGLE PROTEIN,AR
Homo sapiens,Solute carrier family 22 member 6,SINGLE PROTEIN,AR
Homo sapiens,Solute carrier family 22 member 8,SINGLE PROTEIN,AR
Bos taurus,"Pyruvate carboxylase, mitochondrial",SINGLE PROTEIN,AR
Homo sapiens,DNA-directed RNA polymerase II subunit RPB1,SINGLE PROTEIN,AR
Stylophora pistillata,Carbonic anhydrase,SINGLE PROTEIN,AR
Enterococcus faecium,"D,D-carboxypeptidase",SINGLE PROTEIN,AR
Trypanosoma brucei brucei (strain 927/4 GUTat10.1),S-adenosylmethionine decarboxylase proenzyme,SINGLE PROTEIN,AR
Flavobacterium meningosepticum,Carbapenem-hydrolyzing beta-lactamase BlaB-1,SINGLE PROTEIN,AR
Oryctolagus cuniculus,Heat shock protein HSP 90,SINGLE PROTEIN,AR
Acinetobacter baumannii,QacEdelta1 SMR family efflux pump,SINGLE PROTEIN,AR
Homo sapiens,Uroporphyrinogen decarboxylase,SINGLE PROTEIN,AR
Arabidopsis thaliana,IAA-amino acid hydrolase ILR1-like 4,SINGLE PROTEIN,AR
Homo sapiens,Solute carrier organic anion transporter family member 1B1,SINGLE PROTEIN,AR
Drosophila melanogaster,"Mannosyl-oligosaccharide alpha-1,2-mannosidase isoform B",SINGLE PROTEIN,AR
Cryptococcus neoformans var. grubii,Carbonic anhydrase 2,SINGLE PROTEIN,AR
Saccharomyces cerevisiae S288c,60S ribosomal protein L19-A,SINGLE PROTEIN,AR
Homo sapiens,Acylamino-acid-releasing enzyme,SINGLE PROTEIN,AR
Saccharomyces cerevisiae S288c,Vacuolar aminopeptidase 1,SINGLE PROTEIN,AR
Saccharomyces cerevisiae S288c,General amino acid permease AGP1,SINGLE PROTEIN,AR
Homo sapiens,Nuclear receptor ROR-gamma,SINGLE PROTEIN,AR
Homo sapiens,Importin subunit alpha-2,SINGLE PROTEIN,AR
Homo sapiens,GTP-binding nuclear protein Ran,SINGLE PROTEIN,AR
Homo sapiens,SUMO-conjugating enzyme UBC9,SINGLE PROTEIN,AR
Homo sapiens,Importin subunit beta-1,SINGLE PROTEIN,AR
Mus musculus,Scavenger receptor class B member 1,SINGLE PROTEIN,AR
Homo sapiens,"NACHT, LRR and PYD domains-containing protein 1",SINGLE PROTEIN,AR
Homo sapiens,DNA dC->dU-editing enzyme APOBEC-3G,SINGLE PROTEIN,AR
Homo sapiens,Osteopontin,SINGLE PROTEIN,AR
Homo sapiens,Solute carrier organic anion transporter family member 1B3,SINGLE PROTEIN,AR
Homo sapiens,Solute carrier family 22 member 2,SINGLE PROTEIN,AR
Homo sapiens,Solute carrier organic anion transporter family member 1A2,SINGLE PROTEIN,AR
Homo sapiens,Solute carrier organic anion transporter family member 2B1,SINGLE PROTEIN,AR
Homo sapiens,Solute carrier family 15 member 2,SINGLE PROTEIN,AR
Homo sapiens,Multidrug and toxin extrusion protein 1,SINGLE PROTEIN,AR
Homo sapiens,Multidrug and toxin extrusion protein 2,SINGLE PROTEIN,AR
Mus musculus,Nuclear receptor subfamily 1 group I member 2,SINGLE PROTEIN,AR
Homo sapiens,Sulfotransferase 1A1,SINGLE PROTEIN,AR
Homo sapiens,Sulfotransferase 1A2,SINGLE PROTEIN,AR
Homo sapiens,Sulfotransferase 1A3/1A4,SINGLE PROTEIN,AR
Bacillus licheniformis,Regulatory protein BlaR1,SINGLE PROTEIN,AR
Pseudomonas aeruginosa,Beta-lactamase PSE-4,SINGLE PROTEIN,AR
Mus musculus,SGLT1 protein,SINGLE PROTEIN,AR
Homo sapiens,Sodium/myo-inositol cotransporter 2,SINGLE PROTEIN,AR
Mus musculus,Steroidogenic factor 1,SINGLE PROTEIN,AR
Homo sapiens,PHD finger protein 13,SINGLE PROTEIN,AR
Rattus norvegicus,Solute carrier family 22 member 2,SINGLE PROTEIN,AR
Rattus norvegicus,Solute carrier family 22 member 3,SINGLE PROTEIN,AR
Mus musculus,Eukaryotic translation initiation factor 2 subunit 1,SINGLE PROTEIN,AR
Francisella tularensis subsp. tularensis (strain SCHU S4 / Schu 4),Arabinose phosphate isomerase,SINGLE PROTEIN,AR
Trypanosoma brucei brucei (strain 927/4 GUTat10.1),"6-phosphogluconate dehydrogenase, decarboxylating, putative",SINGLE PROTEIN,AR
Homo sapiens,Low affinity sodium-glucose cotransporter,SINGLE PROTEIN,AR
Mycobacterium tuberculosis,HTH-type transcriptional regulator EthR,SINGLE PROTEIN,AR
Rattus norvegicus,Solute carrier family 22 member 6,SINGLE PROTEIN,AR
Rattus norvegicus,Solute carrier organic anion transporter family member 1A1,SINGLE PROTEIN,AR
Rattus norvegicus,Solute carrier organic anion transporter family member 1A4,SINGLE PROTEIN,AR
Rattus norvegicus,Solute carrier organic anion transporter family member 1B2,SINGLE PROTEIN,AR
Homo sapiens,Programmed cell death protein 4,SINGLE PROTEIN,AR
Manduca sexta,V-type proton ATPase subunit B,SINGLE PROTEIN,AR
Saccharomyces cerevisiae S288c,V-type proton ATPase subunit c',SINGLE PROTEIN,AR
Homo sapiens,Ataxin-2,SINGLE PROTEIN,AR
Homo sapiens,Ubiquitin carboxyl-terminal hydrolase 1,SINGLE PROTEIN,AR
Homo sapiens,Beta-arrestin-1,SINGLE PROTEIN,AR
Homo sapiens,Nuclear receptor subfamily 0 group B member 1,SINGLE PROTEIN,AR
Homo sapiens,Carboxy-terminal domain RNA polymerase II polypeptide A small phosphatase 1,SINGLE PROTEIN,AR
Homo sapiens,Rho-related GTP-binding protein RhoB,SINGLE PROTEIN,AR
Homo sapiens,Far upstream element-binding protein 2,SINGLE PROTEIN,AR
Homo sapiens,Protein arginine N-methyltransferase 5,SINGLE PROTEIN,AR
Homo sapiens,Histone-lysine N-methyltransferase SUV39H1,SINGLE PROTEIN,AR
Homo sapiens,Elongation factor 1-alpha 1,SINGLE PROTEIN,AR
Mus musculus,"Interferon-induced, double-stranded RNA-activated protein kinase",SINGLE PROTEIN,AR
Homo sapiens,Elongation factor 1-alpha 2,SINGLE PROTEIN,AR
Homo sapiens,Hsp90 co-chaperone Cdc37,SINGLE PROTEIN,AR
Macaca mulatta,Muscarinic acetylcholine receptor M1,SINGLE PROTEIN,AR
Dicentrarchus labrax,Carbonic anhydrase,SINGLE PROTEIN,AR
Mus musculus,Disks large homolog 4,SINGLE PROTEIN,AR
Escherichia coli,3-oxoacyl-[acyl-carrier-protein] synthase 3,SINGLE PROTEIN,AR
Gallus gallus,Fatty acid synthase,SINGLE PROTEIN,AR
Homo sapiens,Poly(ADP-ribose) glycohydrolase,SINGLE PROTEIN,AR
Homo sapiens,"Arginase-2, mitochondrial",SINGLE PROTEIN,AR
Plasmodium falciparum,Arginase,SINGLE PROTEIN,AR
Escherichia coli,Phospho-2-dehydro-3-deoxyheptonate aldolase,SINGLE PROTEIN,AR
Drosophila melanogaster,Bipolar kinesin KRP-130,SINGLE PROTEIN,AR
Homo sapiens,Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 1,SINGLE PROTEIN,AR
Homo sapiens,Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 2,SINGLE PROTEIN,AR
Homo sapiens,Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 3,SINGLE PROTEIN,AR
Homo sapiens,Histone-lysine N-methyltransferase SUV39H2,SINGLE PROTEIN,AR
Rattus norvegicus,Free fatty acid receptor 1,SINGLE PROTEIN,AR
Bos taurus,D-aspartate oxidase,SINGLE PROTEIN,AR
Homo sapiens,Proton-coupled folate transporter,SINGLE PROTEIN,AR
Mus musculus,Fatty acid synthase,SINGLE PROTEIN,AR
Homo sapiens,Heat-stable enterotoxin receptor,SINGLE PROTEIN,AR
Homo sapiens,Glutamate NMDA receptor; GRIN1/GRIN2B,PROTEIN COMPLEX,AR
Homo sapiens,Glutamate NMDA receptor; GRIN1/GRIN2A,PROTEIN COMPLEX,AR
Homo sapiens,Mitogen-activated protein kinase; ERK1/ERK2,PROTEIN FAMILY,AR
Rattus norvegicus,Glutamate NMDA receptor,PROTEIN COMPLEX GROUP,AR
Rattus norvegicus,Muscarinic acetylcholine receptor,PROTEIN FAMILY,AR
Homo sapiens,Tumour suppressor p53/oncoprotein Mdm2,PROTEIN-PROTEIN INTERACTION,AR
Homo sapiens,Mitogen-activated protein kinase kinase kinase 12,SINGLE PROTEIN,AR
Bos taurus,Progesterone receptor,SINGLE PROTEIN,AR
Homo sapiens,14-3-3 protein sigma,SINGLE PROTEIN,AR
Homo sapiens,Protein-arginine deiminase type-1,SINGLE PROTEIN,AR
Homo sapiens,Protein-arginine deiminase type-2,SINGLE PROTEIN,AR
Homo sapiens,Protein-arginine deiminase type-3,SINGLE PROTEIN,AR
Homo sapiens,Scavenger receptor class B member 1,SINGLE PROTEIN,AR
